scenario,tick,regime,uncertainty,conviction,edge_score,directional_margin,trend_score,range_score,bull,bear,crisis
BEAR,71,BEAR,0.8355141452112097,0.19771495283489438,0.6082069201477538,0.4040359347467567,0.5271261178321962,0.27299766578345824,0.2195741578309586,0.6236100925777153,0.15681574959132624
TREND,114,BEAR,0.8354418682682703,0.19775324970978425,0.6083799736432245,0.40344548918640766,0.5270000325429938,0.27368370271515147,0.6235398472047965,0.22009435801838886,0.15636579477681467
TOXIC,9,BEAR,0.8348871274900803,0.19823557798095637,0.6095228904894683,0.401212879014587,0.5266939280998302,0.2762614804049266,0.6234370872829833,0.22222420826839626,0.15433870444862047
TOXIC,8,BEAR,0.8353146785526522,0.19828848443962183,0.6082698906457962,0.4080893512178302,0.5284286711358593,0.26824631380158237,0.21641997176129843,0.6245093229791286,0.15907070525957298
TREND,138,BEAR,0.8349849864035537,0.19834282801642228,0.6092249055600192,0.403936753312411,0.5274517728200991,0.27307994051695783,0.6239279317376955,0.21999117842528443,0.1560808898370201
BEAR,33,BEAR,0.8347118095686222,0.19838820933727297,0.6098674227013646,0.40051281122394833,0.5265928727828185,0.27707024209256176,0.623400249998977,0.2228874387750287,0.15371231122599427
TREND,224,BEAR,0.8347010382299149,0.19846777174093522,0.6098679894864973,0.40131903571160676,0.5268485768595589,0.2761255968416841,0.6235751208996806,0.22225608518807385,0.15416879391224564
TREND,148,BEAR,0.8346823477501687,0.19847204619200876,0.6099087403986794,0.4010992594072637,0.5267932281331703,0.27638174304786667,0.22244182693053655,0.6235410863378003,0.1540170867316632
RANGE,339,BEAR,0.8346646096302434,0.19847511238108287,0.6099472142191528,0.4008787463738095,0.5267368378810361,0.2766388283580481,0.6235061331207097,0.22262738674690016,0.1538664801323902
TREND,4,TREND,0.8349566130508659,0.19859341527816748,0.6091048161391553,0.4065601045787239,0.528238876808637,0.27001025026395664,0.6244562947051087,0.21789619012638478,0.15764751516850667
BEAR,322,BEAR,0.8345391985340678,0.19867632315314038,0.6101656623749633,0.40149112530495135,0.527007497214856,0.27591404277186654,0.22222050596944257,0.6237116312743939,0.1540678627561636
BEAR,83,BEAR,0.8346727006919307,0.1987084623997878,0.6098250441119366,0.4038191300701807,0.5276250893922215,0.2731977511307069,0.22028336281567068,0.6241024928858514,0.15561414429847803
TREND,315,BEAR,0.8345324056864275,0.1987649634073945,0.6101477460137361,0.40246392935067615,0.5273093415639837,0.2747748379103333,0.6239164333638919,0.22145250401321576,0.15463106262289236
TREND,279,BEAR,0.8345318823282034,0.19884540601440892,0.6101101107322681,0.40342863401414464,0.5276015328970457,0.2736457801223516,0.6241129076138207,0.22068427359967605,0.15520281878650324
BEAR,131,BEAR,0.8347835980277178,0.19891658824997807,0.6093236790835596,0.4079520662040528,0.5287551899731886,0.2683720397947995,0.21687877450134516,0.624830840705398,0.15829038479325688
TOXIC,12,BEAR,0.8342132884472525,0.19897254839032155,0.6107946739075655,0.4003437492276394,0.5268644467320636,0.2772374180246969,0.623672703635177,0.22332895440753764,0.1529983419572853
TREND,66,TREND,0.8344382860943191,0.19905298549154204,0.6102312730977107,0.40457749313879265,0.5280075228614277,0.27229566143579087,0.6244022145459753,0.21982472140718265,0.15577306404684196
BEAR,148,BEAR,0.8345509838748135,0.1990644556662787,0.6099042200191099,0.4063540579250976,0.5284543370902958,0.2702250214637903,0.21832406129837686,0.6246781192234745,0.15699781947814867
BEAR,336,BEAR,0.8345256654382719,0.19910635324321857,0.6099430263188765,0.40649226685899686,0.5285116225441482,0.2700617931195794,0.2182287330667446,0.6247209999257415,0.15705026700751387
TREND,56,BEAR,0.8342713790445282,0.1991092935338143,0.6106247024024857,0.4028353387108826,0.5275942693695653,0.2743237713969997,0.22132055214397048,0.6241558908548531,0.15452355700117637
TREND,256,TREND,0.8343891532934465,0.1991836967194546,0.6102752999424721,0.40544264678978437,0.5282965399358655,0.27128052217988685,0.6246043401186107,0.2191616933288263,0.1562339665525631
TREND,159,BEAR,0.8341752669297912,0.19918492367603474,0.610820801229555,0.40235482353167973,0.5275109088805205,0.27488023838773007,0.2217623219767025,0.6241171455083823,0.15412053251491523
BEAR,131,BEAR,0.8342291033580499,0.19918982425381873,0.6106907565147994,0.4031941467270993,0.5277310396967234,0.273901166200922,0.624255650629138,0.22106150390203874,0.15468284546882333
TOXIC,19,BEAR,0.8341334540498363,0.19921893474097474,0.6109047012218848,0.4021593215166139,0.527478422945228,0.2751065049156378,0.6241027534025613,0.2219434318859474,0.15395381471149133
TOXIC,2,BEAR,0.8342034890990685,0.1992381523335569,0.6107306039175325,0.40340585276378715,0.527812035061109,0.27365178904784493,0.6243148027379981,0.22090894997421093,0.15477624728779102
TREND,13,TREND,0.8347391917550471,0.19932841240346952,0.6089250252383447,0.4122889694212424,0.5299823034347144,0.2633039233201661,0.6256376184540507,0.2133486490328084,0.16101373251314083
TREND,136,BEAR,0.83387896405372,0.19941717804780634,0.6114049641834951,0.40086605422197796,0.5272441168548783,0.2766051076637994,0.22312324558728228,0.6239892998092602,0.15288745460345746
TREND,91,BEAR,0.8338554161657854,0.1994273827228849,0.6114513416437155,0.40064861725352585,0.5271914516532391,0.27685832539649513,0.6239576476195025,0.22330903036597663,0.15273332201452097
BEAR,91,BEAR,0.8341199398977246,0.19946310971997205,0.6108186950863455,0.404907613332074,0.5283180911468852,0.2718892898763752,0.21976193458532384,0.6246695479173978,0.1555685174972783
BEAR,245,BEAR,0.8338728889953954,0.19951863044260398,0.6113943845331298,0.40199964034857394,0.527599653976913,0.2752772752404833,0.22223174323799366,0.6242313835865676,0.15353687317543874
TREND,94,BEAR,0.8340180842798908,0.19953374180393235,0.6110424805974943,0.40428291164443064,0.5281990334621006,0.27261377250335894,0.6246087910554581,0.2203258794110274,0.15506532953351448
TOXIC,14,BEAR,0.8338338006937638,0.19955027437922443,0.6114712648371056,0.40181547405393775,0.5275682810450132,0.2754904940722328,0.6242171076573884,0.2224016336034506,0.15338125873916097
BEAR,283,BEAR,0.8339411831860791,0.19957187608837484,0.6112152369966587,0.40362878548035697,0.5280526718676027,0.2733744317789598,0.22089586370593997,0.6245246491862969,0.15457948710776317
BEAR,426,BEAR,0.8343535913346334,0.19960736066124354,0.609962404653313,0.4100415127560502,0.5296385821561461,0.26590261406571736,0.21545494989219832,0.6254964626482485,0.15904858745955314
TREND,38,BEAR,0.8336607939571005,0.19960896270601344,0.6118146230913433,0.4000230307043009,0.5271205094140354,0.2775791949217493,0.6239431976830463,0.22392016697874537,0.15213663533820831
BEAR,96,BEAR,0.8342208259093089,0.19962718964741538,0.6103849416825713,0.40835063562576823,0.5292535827290463,0.26786967386905586,0.21692031598733866,0.6252709516131069,0.15780873239955442
TREND,146,BEAR,0.8339826740977346,0.19964574403534802,0.6110681002155881,0.4051193807672792,0.5284726081200356,0.27163285552715155,0.21967918513749402,0.6247985659047732,0.15552224895773287
BEAR,292,BEAR,0.8336889882815783,0.1996481611202699,0.6117550330478853,0.400901287983153,0.5273781071986786,0.2765521564781428,0.22321233542915858,0.6241136234123116,0.15267404115852984
BEAR,19,BEAR,0.8340725333258834,0.19964905383740064,0.6108162288205439,0.4064617852511855,0.5288085265019942,0.2700684006533429,0.21854367782675269,0.6250054630779381,0.15645085909530923
TREND,73,BEAR,0.8339963232211766,0.19966118587020593,0.6110210435298798,0.40550317612815734,0.5285774441802377,0.2711847438521796,0.2193628598762367,0.624866036004394,0.15577110411936923
RANGE,193,BEAR,0.8335948107575619,0.19970436256210386,0.6119345472473933,0.40021796761580253,0.527224412325782,0.27734679636857157,0.22380744111675244,0.624025408732555,0.15216715015069263
BEAR,69,TREND,0.8338913038644483,0.1997343898071387,0.611254481689207,0.40486373626275446,0.5284571854923517,0.2719261729558323,0.6248053034199992,0.21994156715724472,0.15525312942275618
TREND,370,TREND,0.8339408749681406,0.1997457814515513,0.6111142227489963,0.40571882350011135,0.5286783325932576,0.2709289710407363,0.6249438193413562,0.21922499584124489,0.15583118481739885
BEAR,150,BEAR,0.8337010276367959,0.19976423149074754,0.6117022696256214,0.4024710273549238,0.5278570233399607,0.27471470396162695,0.2219651184471835,0.6244361458021073,0.15359873575070923
TREND,82,BEAR,0.8337575272941952,0.19978201402020795,0.611564757544492,0.4035014731013682,0.5281350497567835,0.27351194876474716,0.6246135716867938,0.22111209858542555,0.1542743297277806
BEAR,28,BEAR,0.8335044486792845,0.19981332570258326,0.6121001633194751,0.40022419959664557,0.5272844961271078,0.27733397402861437,0.22385776475578603,0.6240819643524316,0.1520602708917824
BEAR,24,BEAR,0.8336113993983497,0.19984899545987117,0.6118756212463816,0.4021957602531698,0.5278306640832284,0.27503144686182335,0.624434288470314,0.22223852821714424,0.1533271833125418
TREND,90,BEAR,0.8337145334024547,0.19987246366794617,0.6116278533693186,0.403967920439978,0.5283048341096013,0.27296332477218177,0.22076774677845679,0.6247356672184348,0.15449658600310845
BEAR,147,TREND,0.8337214893051742,0.19994716650413502,0.6115707226487042,0.40496701189610684,0.528600872243882,0.2717946269734379,0.6249330934603912,0.21996608156428435,0.15510082497532446
TREND,8,BEAR,0.833575565865703,0.1999732490258322,0.6119161331845662,0.40317174657734267,0.5281539966921494,0.2738865658207279,0.6246592561532797,0.22148750957593702,0.15385323427078343
RANGE,269,BEAR,0.8334670290086182,0.1999993509312473,0.6121489417676313,0.4019189682456029,0.5278388911987182,0.27534664414664756,0.6244654237090911,0.22254645546348817,0.15298812082742072
TREND,123,BEAR,0.833330284030494,0.2000078907530091,0.6124193956217344,0.4000507781461955,0.5273414984968128,0.2775265250846498,0.2241000223260583,0.6241508004722538,0.15174917720168782
TREND,51,TREND,0.8339084045666227,0.20009129355423896,0.6108981156627487,0.40940901352831754,0.5297677731800811,0.26661250196056296,0.6256713248187183,0.2162623112904008,0.15806636389088083
BEAR,225,BEAR,0.8334104027083137,0.2001210408802818,0.6122401824069772,0.40256347495557404,0.5280751060979877,0.27458845576348656,0.2220720054204594,0.6246354803760334,0.1532925142035072
BEAR,108,BEAR,0.8337595305619794,0.20025995287079107,0.6111999745181992,0.40928040624252365,0.5298332403655616,0.26675312486856984,0.21646367328275623,0.6257440795252799,0.1577922471919639
TOXIC,19,BEAR,0.833385012830985,0.20029130905368756,0.6122357565162792,0.4042412085115864,0.528604740372577,0.27262285881004855,0.6249975140162701,0.22075630550468373,0.1542461804790462
RANGE,450,BEAR,0.8333923181464483,0.20030539606663197,0.6122112374511257,0.4045157322661822,0.5286830000193941,0.2723020257797523,0.6250488211413814,0.22053308887519918,0.1544180899834195
BEAR,12,TREND,0.8335255588280156,0.20034670961516482,0.6118318775209456,0.40693656281070845,0.5293151976069727,0.26947826465608843,0.6254468811159687,0.21851031830526024,0.1560428005787711
TREND,42,TREND,0.8334675498286443,0.20035801658214727,0.6119851390506911,0.406233936701062,0.5291469815690056,0.27029639953023266,0.6253457326354604,0.21911179593439845,0.1555424714301411
RANGE,34,BEAR,0.8331293554724313,0.2003671071753852,0.6127784943541121,0.40146621046079234,0.5279163656045804,0.27585614026496785,0.6245771770512091,0.22311096659041676,0.15231185635837416
BEAR,324,BEAR,0.8331114491427939,0.20039694488035675,0.6128102625969377,0.40156612123525753,0.5279591866189915,0.2757380191994586,0.22304329256469418,0.6246094137999517,0.1523472936353541
TREND,325,TREND,0.833394301172095,0.20041832287479228,0.6121425824438846,0.4058999696260568,0.5290967019557888,0.2706824495066739,0.6253258542336072,0.2194258846075504,0.15524826115884247
TREND,27,BEAR,0.83320705681961,0.2004442963123068,0.612593076653539,0.40351051417711664,0.5284989094282789,0.27346707833402695,0.6249583036228883,0.22144778944577165,0.15359390693134006
BEAR,274,BEAR,0.8334003865453085,0.20045368977175892,0.6121025375164308,0.406412423355044,0.5292446293854447,0.2700833593851256,0.21901111421069253,0.6254235375657365,0.15556534822357101
TOXIC,3,BEAR,0.8332397187982906,0.2004553137663605,0.6125125500533423,0.40411340544448227,0.5286614831642593,0.27276337495243685,0.6250620878640852,0.220948682419603,0.15398922971631174
